Name,Position,Team,URL
Cédric Hountondji,DF,Angers,/en/players/00891164/Cedric-Hountondji
Lukáš Hrádecký,GK,Leverkusen,/en/players/ad3389d5/Lukas-Hradecky
Petko Hristov,DF,Spezia,/en/players/d8800a46/Petko-Hristov
Ajdin Hrustic,MF,Hellas Verona,/en/players/1f2d714c/Ajdin-Hrustic
Timo Hübers,DF,Köln,/en/players/94302c52/Timo-Hubers
Callum Hudson-Odoi,FW,Leverkusen,/en/players/15f3ec41/Callum-Hudson-Odoi
Will Hughes,MF,Crystal Palace,/en/players/a0666d3e/Will-Hughes
Mats Hummels,DF,Dortmund,/en/players/05d548d8/Mats-Hummels
Adrien Hunou,MF,Angers,/en/players/d14229f3/Adrien-Hunou
Denis Huseinbasic,MF,Köln,/en/players/b116c6e3/Denis-Huseinbasic
Omari Hutchinson,FW,Chelsea,/en/players/bd9553e6/Omari-Hutchinson
Elseid Hysaj,DF,Lazio,/en/players/2f3452eb/Elseid-Hysaj
Pierre Højbjerg,MF,Tottenham,/en/players/8b04d6c1/Pierre-Hojbjerg
Rasmus Højlund,FW,Atalanta,/en/players/491a433d/Rasmus-Hojlund
Iago,DF,Augsburg,/en/players/054849d2/Iago
Pablo Ibáñez,MF,Osasuna,/en/players/3701906c/Pablo-Ibanez
Roger Ibanez,DF,Roma,/en/players/82efe6fa/Roger-Ibanez
Mounaim El Idrissy,FW,Ajaccio,/en/players/fb0ee44e/Mounaim-El-Idrissy
Iglesias,DF,Getafe,/en/players/974322dc/Iglesias
Borja Iglesias,FW,Betis,/en/players/75645f0e/Borja-Iglesias
Igor,DF,Fiorentina,/en/players/a4e85758/Igor
Kelechi Iheanacho,FW,Leicester City,/en/players/c92e1a31/Kelechi-Iheanacho
Jonathan Ikone,FW,Fiorentina,/en/players/42eaa028/Jonathan-Ikone
Ivan Ilić,MF,Hellas Verona,/en/players/bb376bed/Ivan-Ilic
Rareş Ilie,MF,Nice,/en/players/c9f49454/Rares-Ilie
Samuel Iling-Junior,MF,Juventus,/en/players/ba492306/Samuel-Iling-Junior
Emirhan İlkhan,MF,Torino,/en/players/a47c6309/Emirhan-Ilkhan
Asier Illarramendi,MF,Real Sociedad,/en/players/5ce0b5ba/Asier-Illarramendi
Ciro Immobile,FW,Lazio,/en/players/4431aed2/Ciro-Immobile
Danny Ings,FW,Aston Villa,/en/players/07802f7f/Danny-Ings
Marcus Ingvartsen,FW,Mainz 05,/en/players/271b8617/Marcus-Ingvartsen
Bonke Innocent,MF,Lorient,/en/players/546bb36e/Bonke-Innocent
Alexander Isak,FW,Newcastle Utd,/en/players/8e92be30/Alexander-Isak
Alexander Isak,FW,Real Sociedad,/en/players/8e92be30/Alexander-Isak
Isco,MF,Sevilla,/en/players/a0b4bb3e/Isco
Ismaily,DF,Lille,/en/players/cf182add/Ismaily
Ardian Ismajli,DF,Empoli,/en/players/6b635f5c/Ardian-Ismajli
Ko Itakura,DF,M'Gladbach,/en/players/97d545ae/Ko-Itakura
Hiroki Ito,DF,Stuttgart,/en/players/204dded0/Hiroki-Ito
Junya Ito,FW,Reims,/en/players/dbd3a428/Junya-Ito
Alex Iwobi,MF,Everton,/en/players/6ca5ec4b/Alex-Iwobi
Armando Izzo,DF,Monza,/en/players/89976232/Armando-Izzo
Nicolas Jackson,FW,Villarreal,/en/players/9c36ed83/Nicolas-Jackson
Lee Jae-sung,MF,Mainz 05,/en/players/34b0387f/Lee-Jae-sung
Paul Jaeckel,DF,Union Berlin,/en/players/a93b6f4e/Paul-Jaeckel
Mato Jajalo,MF,Udinese,/en/players/8c65eb5f/Mato-Jajalo
Kristijan Jakić,DF,Eint Frankfurt,/en/players/a8ee54ad/Kristijan-Jakic
Jan Jakob Olschowsky,GK,M'Gladbach,/en/players/fa4cabd1/Jan-Jakob-Olschowsky
Ismail Jakobs,DF,Monaco,/en/players/a0415710/Ismail-Jakobs
Marin Jakoliš,FW,Angers,/en/players/96f4ebc0/Marin-Jakolis
Daniel James,FW,Leeds United,/en/players/c931d9f9/Daniel-James
Daniel James,FW,Fulham,/en/players/c931d9f9/Daniel-James
Reece James,DF,Chelsea,/en/players/1265a93a/Reece-James
Vitaly Janelt,MF,Brentford,/en/players/8449d35e/Vitaly-Janelt
Saidy Janko,DF,Bochum,/en/players/689c9cf4/Saidy-Janko
Pontus Jansson,DF,Brentford,/en/players/172e52d8/Pontus-Jansson
Tony Jantschke,DF,M'Gladbach,/en/players/34b54da7/Tony-Jantschke
Adnan Januzaj,FW,Sevilla,/en/players/4737cebe/Adnan-Januzaj
Javi,DF,Girona,/en/players/9a76c2e9/Javi
Luis Javier Suárez,FW,Almería,/en/players/eeba07f8/Luis-Javier-Suarez
Luis Javier Suárez,FW,Marseille,/en/players/eeba07f8/Luis-Javier-Suarez
Dany Jean,DF,Strasbourg,/en/players/300ec91c/Dany-Jean
Julian Jeanvier,DF,Auxerre,/en/players/5cb215fc/Julian-Jeanvier
Fredrik Jensen,FW,Augsburg,/en/players/3eeb80e0/Fredrik-Jensen
Mathias Jensen,MF,Brentford,/en/players/0f134faf/Mathias-Jensen
Gabriel Jesus,FW,Arsenal,/en/players/b66315ae/Gabriel-Jesus
Juan Jesus,DF,Napoli,/en/players/79083382/Juan-Jesus
Raúl Jiménez,FW,Wolves,/en/players/b561db50/Raul-Jimenez
Joaquín,MF,Betis,/en/players/4c5b14d2/Joaquin
Joelinton,MF,Newcastle Utd,/en/players/c17bfb65/Joelinton
Þórir Jóhann Helgason,MF,Lecce,/en/players/dc765618/Thorir-Johann-Helgason
Ben Johnson,DF,West Ham,/en/players/9319781b/Ben-Johnson
Brennan Johnson,FW,Nott'ham Forest,/en/players/0cd31129/Brennan-Johnson
Paul Joly,DF,Auxerre,/en/players/5b4bc323/Paul-Joly
Curtis Jones,MF,Liverpool,/en/players/4fb9c88f/Curtis-Jones
Frenkie de Jong,MF,Barcelona,/en/players/1bacc518/Frenkie-de-Jong
Joan Jordán,MF,Sevilla,/en/players/2a0c8ba4/Joan-Jordan
Jorginho,MF,Chelsea,/en/players/45db685d/Jorginho
Josan,DF,Elche,/en/players/5b28b2f6/Josan
Willian José,FW,Betis,/en/players/d87e2cae/Willian-Jose
Joselu,FW,Espanyol,/en/players/6265208f/Joselu
Diogo Jota,FW,Liverpool,/en/players/178ae8f8/Diogo-Jota
Stevan Jovetić,FW,Hertha BSC,/en/players/f36c432f/Stevan-Jovetic
Luka Jović,FW,Fiorentina,/en/players/4d8cd038/Luka-Jovic
Juanmi,FW,Betis,/en/players/84399660/Juanmi
Juanpe,DF,Girona,/en/players/1633fc8a/Juanpe
Jubal,DF,Auxerre,/en/players/56ae428b/Jubal
Christopher Jullien,DF,Montpellier,/en/players/f323d995/Christopher-Jullien
Anthony Jung,DF,Werder Bremen,/en/players/de838f86/Anthony-Jung
Lago Junior,FW,Mallorca,/en/players/360d70f8/Lago-Junior
Hamed Junior Traorè,MF,Sassuolo,/en/players/570bb4b9/Hamed-Junior-Traore
Vinicius Júnior,FW,Real Madrid,/en/players/7111d552/Vinicius-Junior
James Justin,DF,Leicester City,/en/players/fb614c44/James-Justin
Mathias Jørgensen,DF,Brentford,/en/players/0db5d2c8/Mathias-Jorgensen
Ozan Kabak,DF,Hoffenheim,/en/players/2d61d13a/Ozan-Kabak
Issa Kaboré,DF,Marseille,/en/players/c066d1a5/Issa-Kabore
Abdoul Kader Bamba,FW,Nantes,/en/players/32f3d97e/Abdoul-Kader-Bamba
Pavel Kadeřábek,DF,Hoffenheim,/en/players/79c90e45/Pavel-Kaderabek
Tino Kadewere,MF,Mallorca,/en/players/7d08063d/Tino-Kadewere
Kaiky,DF,Almería,/en/players/55634fb8/Kaiky
Florian Kainz,FW,Köln,/en/players/94c18565/Florian-Kainz
Gaël Kakuta,FW,Lens,/en/players/5b1bf5e3/Gael-Kakuta
Sasa Kalajdzic,FW,Wolves,/en/players/15f24fe7/Sasa-Kalajdzic
Sasa Kalajdzic,FW,Stuttgart,/en/players/15f24fe7/Sasa-Kalajdzic
Arnaud Kalimuendo,FW,Rennes,/en/players/bf4c41f9/Arnaud-Kalimuendo
Yayah Kallon,MF,Hellas Verona,/en/players/f95f49d2/Yayah-Kallon
Felix Kalu Nmecha,MF,Wolfsburg,/en/players/091c86e2/Felix-Kalu-Nmecha
Gedeon Kalulu,DF,Lorient,/en/players/dd211559/Gedeon-Kalulu
Pierre Kalulu,DF,Milan,/en/players/85f7d1be/Pierre-Kalulu
Daichi Kamada,MF,Eint Frankfurt,/en/players/15b287da/Daichi-Kamada
Waren Kamanzi,DF,Toulouse,/en/players/a426a912/Waren-Kamanzi
Bingourou Kamara,GK,Montpellier,/en/players/3814120d/Bingourou-Kamara
Boubacar Kamara,MF,Aston Villa,/en/players/cc77354e/Boubacar-Kamara
Jakub Kamiński,FW,Wolfsburg,/en/players/202b3b68/Jakub-Kaminski
Marcin Kamiński,DF,Schalke 04,/en/players/463503e2/Marcin-Kaminski
Kevin Kampl,MF,RB Leipzig,/en/players/b825a650/Kevin-Kampl
Nordine Kandil,MF,Strasbourg,/en/players/c5908bc4/Nordine-Kandil
Harry Kane,FW,Tottenham,/en/players/21a66f6a/Harry-Kane
Wilfried Kanga,FW,Hertha BSC,/en/players/b4c816a9/Wilfried-Kanga
Lee Kangin,MF,Mallorca,/en/players/8455ad90/Lee-Kangin
N'Golo Kanté,MF,Chelsea,/en/players/b9fbae28/NGolo-Kante
Kenan Karaman,FW,Schalke 04,/en/players/8f0f2230/Kenan-Karaman
Yann Karamoh,FW,Torino,/en/players/8b66d9cc/Yann-Karamoh
Atakan Karazor,MF,Stuttgart,/en/players/5762be5c/Atakan-Karazor
Jon Karrikaburu,FW,Real Sociedad,/en/players/211589b8/Jon-Karrikaburu
Rick Karsdorp,DF,Roma,/en/players/9f84febe/Rick-Karsdorp
Denso Kasius,DF,Bologna,/en/players/7ae36711/Denso-Kasius
Thomas Kastanaras,DF,Stuttgart,/en/players/778ccc44/Thomas-Kastanaras
Grigoris Kastanos,MF,Salernitana,/en/players/2a82aa85/Grigoris-Kastanos
Silas Katompa,FW,Stuttgart,/en/players/de4cac2d/Silas-Katompa
Moise Kean,FW,Juventus,/en/players/3d50bcdb/Moise-Kean
Michael Keane,DF,Everton,/en/players/c5b7c315/Michael-Keane
Neeskens Kebano,FW,Fulham,/en/players/18b999f4/Neeskens-Kebano
Kévin Keben Biakolo,DF,Toulouse,/en/players/c43a8336/Kevin-Keben-Biakolo
Thilo Kehrer,DF,West Ham,/en/players/51dbeea9/Thilo-Kehrer
Check Keita,DF,Reims,/en/players/c9f2f83a/Check-Keita
Naby Keïta,MF,Liverpool,/en/players/f25c8e3a/Naby-Keita
Yannik Keitel,MF,Freiburg,/en/players/d2c580ce/Yannik-Keitel
Lloyd Kelly,DF,Bournemouth,/en/players/f31def1e/Lloyd-Kelly
Marc-Oliver Kempf,DF,Hertha BSC,/en/players/815c314f/Marc-Oliver-Kempf
Kenedy,FW,Valladolid,/en/players/5eebbfdf/Kenedy
Jonjoe Kenny,DF,Hertha BSC,/en/players/099e666f/Jonjoe-Kenny
Franck Kessié,MF,Barcelona,/en/players/05e19d6a/Franck-Kessie
Saîf-Eddine Khaoui,MF,Clermont Foot,/en/players/796b1c41/Saif-Eddine-Khaoui
Wahbi Khazri,FW,Montpellier,/en/players/2677a1de/Wahbi-Khazri
Rani Khedira,MF,Union Berlin,/en/players/59e4b92e/Rani-Khedira
Kike,FW,Osasuna,/en/players/e897d8ba/Kike
Luca Kilian,DF,Köln,/en/players/610aa1e9/Luca-Kilian
Max Kilman,DF,Wolves,/en/players/d0f72bf1/Max-Kilman
Joshua Kimmich,MF,Bayern Munich,/en/players/49296448/Joshua-Kimmich
Presnel Kimpembe,DF,Paris S-G,/en/players/aef6e670/Presnel-Kimpembe
Jakub Kiwior,DF,Spezia,/en/players/dc3e663e/Jakub-Kiwior
Simon Kjær,DF,Milan,/en/players/8b8a56ce/Simon-Kjaer
Mateusz Klich,MF,Leeds United,/en/players/282679b4/Mateusz-Klich
Lukas Klostermann,DF,RB Leipzig,/en/players/ca8033cb/Lukas-Klostermann
Justin Kluivert,FW,Valencia,/en/players/4c3a6744/Justin-Kluivert
Ansgar Knauff,DF,Eint Frankfurt,/en/players/19a967ab/Ansgar-Knauff
Robin Knoche,DF,Union Berlin,/en/players/6bd5cd5d/Robin-Knoche
Gregor Kobel,GK,Dortmund,/en/players/cd59b9df/Gregor-Kobel
Robin Koch,DF,Leeds United,/en/players/ea6bc03a/Robin-Koch
Dominik Kohr,MF,Mainz 05,/en/players/0fbecd11/Dominik-Kohr
Koke,MF,Atlético Madrid,/en/players/55126f3b/Koke
Sead Kolašinac,DF,Marseille,/en/players/3935e52e/Sead-Kolasinac
Luca Koleosho,FW,Espanyol,/en/players/fc076f78/Luca-Koleosho
Randal Kolo Muani,FW,Eint Frankfurt,/en/players/c0b3669f/Randal-Kolo-Muani
Timothée Kolodziejczak,DF,Schalke 04,/en/players/ab096c6f/Timothee-Kolodziejczak
Ibrahima Konaté,DF,Liverpool,/en/players/5ed9b537/Ibrahima-Konate
Geoffrey Kondogbia,MF,Atlético Madrid,/en/players/cce181df/Geoffrey-Kondogbia
Ibrahima Koné,FW,Lorient,/en/players/04bb2b06/Ibrahima-Kone
Kouadio Koné,MF,M'Gladbach,/en/players/86574238/Kouadio-Kone
Youssouf Koné,DF,Ajaccio,/en/players/e6eadfb8/Youssouf-Kone
Ezri Konsa,DF,Aston Villa,/en/players/0313a347/Ezri-Konsa
Teun Koopmeiners,MF,Atalanta,/en/players/a26fb8aa/Teun-Koopmeiners
Odilon Kossonou,DF,Leverkusen,/en/players/1f3afdcb/Odilon-Kossonou
Filip Kostić,DF,Juventus,/en/players/b1cd37e6/Filip-Kostic
Filip Kostić,DF,Eint Frankfurt,/en/players/b1cd37e6/Filip-Kostic
Christian Kouamé,FW,Fiorentina,/en/players/58e933d2/Christian-Kouame
Rominigue Kouamé,MF,Troyes,/en/players/86a2ba20/Rominigue-Kouame
Tomáš Koubek,GK,Augsburg,/en/players/dc366c36/Tomas-Koubek
Kalidou Koulibaly,DF,Chelsea,/en/players/da974c7b/Kalidou-Koulibaly
Jules Koundé,DF,Barcelona,/en/players/4d1666ff/Jules-Kounde
Cheikhou Kouyaté,MF,Nott'ham Forest,/en/players/8d3c902d/Cheikhou-Kouyate
Mateo Kovačić,MF,Chelsea,/en/players/79c0821a/Mateo-Kovacic
Viktor Kovalenko,MF,Spezia,/en/players/9d60028d/Viktor-Kovalenko
Emil Krafth,DF,Newcastle Utd,/en/players/77cf6852/Emil-Krafth
Alex Král,MF,Schalke 04,/en/players/e717705a/Alex-Kral
Andrej Kramarić,MF,Hoffenheim,/en/players/603cb947/Andrej-Kramaric
Christoph Kramer,MF,M'Gladbach,/en/players/496aeede/Christoph-Kramer
Tom Krauß,MF,Schalke 04,/en/players/9f77012e/Tom-Krauss
Julian Kristoffersen,FW,Salernitana,/en/players/b804c280/Julian-Kristoffersen
Toni Kroos,MF,Real Madrid,/en/players/6ce1f46f/Toni-Kroos
Rade Krunić,MF,Milan,/en/players/817c6964/Rade-Krunic
Max Kruse,MF,Wolfsburg,/en/players/f9446dcd/Max-Kruse
Lukas Kübler,DF,Freiburg,/en/players/2a29eb9b/Lukas-Kubler
Takefusa Kubo,FW,Real Sociedad,/en/players/16aa3654/Takefusa-Kubo
Dejan Kulusevski,MF,Tottenham,/en/players/df3cda47/Dejan-Kulusevski
Sael Kumbedi,DF,Lyon,/en/players/c385bf49/Sael-Kumbedi
Marash Kumbulla,DF,Roma,/en/players/a40819d9/Marash-Kumbulla
Layvin Kurzawa,DF,Fulham,/en/players/41e7ef1c/Layvin-Kurzawa
Khvicha Kvaratskhelia,FW,Napoli,/en/players/dea88efd/Khvicha-Kvaratskhelia
Grejohn Kyei,FW,Clermont Foot,/en/players/397ba086/Grejohn-Kyei
Daniel Kyereh,MF,Freiburg,/en/players/2770726a/Daniel-Kyereh
Giorgos Kyriakopoulos,FW,Sassuolo,/en/players/0a483542/Giorgos-Kyriakopoulos
César de la Hoz,MF,Almería,/en/players/60abea75/Cesar-de-la-Hoz
Luca de la Torre,MF,Celta Vigo,/en/players/e9241b40/Luca-de-la-Torre
Rémy Labeau Lascary,MF,Lens,/en/players/c90f380c/Remy-Labeau-Lascary
Gaëtan Laborde,FW,Nice,/en/players/7cdda3bf/Gaetan-Laborde
Gaëtan Laborde,FW,Rennes,/en/players/7cdda3bf/Gaetan-Laborde
Alexandre Lacazette,FW,Lyon,/en/players/9dbb75ca/Alexandre-Lacazette
Qazim Laçi,MF,Ajaccio,/en/players/eb0db257/Qazim-Laci
Maxence Lacroix,DF,Wolfsburg,/en/players/277c49ed/Maxence-Lacroix
Alban Lafont,GK,Nantes,/en/players/4e7db402/Alban-Lafont
Konrad Laimer,MF,RB Leipzig,/en/players/c1b7847c/Konrad-Laimer
Stefan Lainer,DF,M'Gladbach,/en/players/4aea5077/Stefan-Lainer
Kenny Lala,DF,Brest,/en/players/770d7eb8/Kenny-Lala
Adam Lallana,MF,Brighton,/en/players/99813635/Adam-Lallana
Vassilis Lambropoulos,DF,Bochum,/en/players/591477c9/Vassilis-Lambropoulos
Érik Lamela,FW,Sevilla,/en/players/abe66106/Erik-Lamela
Mohamed Lamine Bayo,FW,Lille,/en/players/01870104/Mohamed-Lamine-Bayo
Sam Lammers,FW,Sampdoria,/en/players/c283ddef/Sam-Lammers
Sam Lammers,FW,Empoli,/en/players/c283ddef/Sam-Lammers
Tariq Lamptey,DF,Brighton,/en/players/f4e433d4/Tariq-Lamptey
Manuel Lanzini,MF,West Ham,/en/players/26f6dca8/Manuel-Lanzini
Aymeric Laporte,DF,Manchester City,/en/players/119b9a8e/Aymeric-Laporte
Julien Laporte,DF,Lorient,/en/players/f066022d/Julien-Laporte
Juan Larios,DF,Southampton,/en/players/cf7fb13a/Juan-Larios
Yasser Larouci,DF,Troyes,/en/players/0ed063d6/Yasser-Larouci
Jordan Larsson,FW,Schalke 04,/en/players/72984eee/Jordan-Larsson
Kevin Lasagna,FW,Hellas Verona,/en/players/09538fdb/Kevin-Lasagna
Jamaal Lascelles,DF,Newcastle Utd,/en/players/450ab6fc/Jamaal-Lascelles
Latasa,FW,Getafe,/en/players/2bea832e/Latasa
Toni Lato,DF,Valencia,/en/players/8e088e04/Toni-Lato
Danny Latza,MF,Schalke 04,/en/players/33b554b7/Danny-Latza
Armand Lauriente,FW,Sassuolo,/en/players/2d22cea7/Armand-Lauriente
Armand Lauriente,FW,Lorient,/en/players/2d22cea7/Armand-Lauriente
Roméo Lavia,MF,Southampton,/en/players/ecad9aa5/Romeo-Lavia
Lázaro,MF,Almería,/en/players/86ff856b/Lazaro
Valentino Lazaro,DF,Torino,/en/players/016ff750/Valentino-Lazaro
Marko Lazetić,FW,Milan,/en/players/93088fbb/Marko-Lazetic
Darko Lazović,DF,Hellas Verona,/en/players/5128bde4/Darko-Lazovic
Manuel Lazzari,DF,Lazio,/en/players/02caf6e0/Manuel-Lazzari
Théo Le Bris,MF,Lorient,/en/players/afe39ca8/Theo-Le-Bris
Julien Le Cardinal,DF,Lens,/en/players/547a72ad/Julien-Le-Cardinal
Jérémy Le Douaron,FW,Brest,/en/players/88c4d190/Jeremy-Le-Douaron
Enzo Le Fée,MF,Lorient,/en/players/6f806d99/Enzo-Le-Fee
Vincent Le Goff,DF,Lorient,/en/players/2321ea6e/Vincent-Le-Goff
Maxime Le Marchand,DF,Strasbourg,/en/players/321a71a7/Maxime-Le-Marchand
Robin Le Normand,DF,Real Sociedad,/en/players/9a64e67e/Robin-Le-Normand
Rafael Leão,FW,Milan,/en/players/20730eae/Rafael-Leao
Benjamin Lecomte,GK,Espanyol,/en/players/2fa2a875/Benjamin-Lecomte
Jeremías Ledesma,GK,Cádiz,/en/players/6c4776b1/Jeremias-Ledesma
Pierre Lees-Melou,MF,Brest,/en/players/f5044e54/Pierre-Lees-Melou
Diogo Leite,DF,Union Berlin,/en/players/c4987edc/Diogo-Leite
Maxim Leitsch,DF,Mainz 05,/en/players/7e12a98d/Maxim-Leitsch
Florian Lejeune,DF,Rayo Vallecano,/en/players/6eaed4eb/Florian-Lejeune
Iñigo Lekue,DF,Athletic Club,/en/players/59b7d823/Inigo-Lekue
Thomas Lemar,MF,Atlético Madrid,/en/players/4dbd0916/Thomas-Lemar
Dexter Lembikisa,DF,Wolves,/en/players/0bdda685/Dexter-Lembikisa
Mario Lemina,MF,Wolves,/en/players/2b471f99/Mario-Lemina
Mario Lemina,MF,Nice,/en/players/2b471f99/Mario-Lemina
Tim Lemperle,FW,Köln,/en/players/792ffa71/Tim-Lemperle
Clément Lenglet,DF,Tottenham,/en/players/4f28a6ff/Clement-Lenglet
Bernd Leno,GK,Fulham,/en/players/2628fd2b/Bernd-Leno
Christopher Lenz,DF,Eint Frankfurt,/en/players/bbd86530/Christopher-Lenz
Sergio León,FW,Valladolid,/en/players/0a0cc13c/Sergio-Leon
Johann Lepenant,MF,Lyon,/en/players/1e52971c/Johann-Lepenant
Mehdi Léris,MF,Sampdoria,/en/players/7d3cbc67/Mehdi-Leris
Jefferson Lerma,MF,Bournemouth,/en/players/9b5ce51a/Jefferson-Lerma
Benjamin Leroy,GK,Ajaccio,/en/players/1e7aea56/Benjamin-Leroy
Léo Leroy,MF,Montpellier,/en/players/fcc84a07/Leo-Leroy
Robert Lewandowski,FW,Barcelona,/en/players/8d78e732/Robert-Lewandowski
Jamie Leweling,FW,Union Berlin,/en/players/13fe7b69/Jamie-Leweling
Jamal Lewis,DF,Newcastle Utd,/en/players/efb9215a/Jamal-Lewis
Rico Lewis,DF,Manchester City,/en/players/b57e066e/Rico-Lewis
Keane Lewis-Potter,FW,Brentford,/en/players/41f08ac8/Keane-Lewis-Potter
Dimitri Liénard,DF,Strasbourg,/en/players/f7691f63/Dimitri-Lienard
Philipp Lienhart,DF,Freiburg,/en/players/302527b2/Philipp-Lienhart
Matthijs de Ligt,DF,Bayern Munich,/en/players/d6e53a3a/Matthijs-de-Ligt
Victor Lindelöf,DF,Manchester Utd,/en/players/f5deef4c/Victor-Lindelof
Jesper Lindstrøm,MF,Eint Frankfurt,/en/players/37dc1a48/Jesper-Lindstrom
Karol Linetty,MF,Torino,/en/players/d023d70f/Karol-Linetty
Jesse Lingard,FW,Nott'ham Forest,/en/players/810e3c74/Jesse-Lingard
Pol Lirola,DF,Elche,/en/players/ff800ed8/Pol-Lirola
Mateusz Lis,GK,Troyes,/en/players/fd78b105/Mateusz-Lis
Marcin Listkowski,MF,Lecce,/en/players/a3695ac2/Marcin-Listkowski
Dejan Ljubicic,MF,Köln,/en/players/c455a2b2/Dejan-Ljubicic
Javier Llabrés,FW,Mallorca,/en/players/38b0cf42/Javier-Llabres
Diego Llorente,DF,Leeds United,/en/players/bba30585/Diego-Llorente
Marcos Llorente,MF,Atlético Madrid,/en/players/02c15616/Marcos-Llorente
Hugo Lloris,GK,Tottenham,/en/players/8f62b6ee/Hugo-Lloris
Giovani Lo Celso,MF,Villarreal,/en/players/d7553721/Giovani-Lo-Celso
Stanislav Lobotka,MF,Napoli,/en/players/e1cbb531/Stanislav-Lobotka
Manuel Locatelli,MF,Juventus,/en/players/a8a874f1/Manuel-Locatelli
Luka Lochoshvili,DF,Cremonese,/en/players/c8ad0857/Luka-Lochoshvili
Banzouzi Locko,DF,Reims,/en/players/40221fa7/Banzouzi-Locko
Renan Lodi,DF,Nott'ham Forest,/en/players/ed9f7cfe/Renan-Lodi
Ruben Loftus-Cheek,MF,Chelsea,/en/players/e97fd090/Ruben-Loftus-Cheek
Sean Longstaff,MF,Newcastle Utd,/en/players/a2b105e0/Sean-Longstaff
Ademola Lookman,FW,Atalanta,/en/players/7c104bb7/Ademola-Lookman
Anthony Lopes,GK,Lyon,/en/players/f00de885/Anthony-Lopes
Rony Lopes,MF,Troyes,/en/players/7c2965bb/Rony-Lopes
David López,DF,Girona,/en/players/f03f284b/David-Lopez
Diego López,GK,Rayo Vallecano,/en/players/73683fa9/Diego-Lopez
Maxime Lopez,MF,Sassuolo,/en/players/20094685/Maxime-Lopez
Pau López,GK,Marseille,/en/players/20b9f052/Pau-Lopez
Unai López,MF,Rayo Vallecano,/en/players/88050721/Unai-Lopez
Dion Lopy,MF,Reims,/en/players/64c14d49/Dion-Lopy
Anthony Losilla,MF,Bochum,/en/players/07c7eb0c/Anthony-Losilla
Jordan Lotomba,DF,Nice,/en/players/fc4cf6a7/Jordan-Lotomba
Matteo Lovato,DF,Salernitana,/en/players/5fa57166/Matteo-Lovato
Dejan Lovren,DF,Lyon,/en/players/1a2935f6/Dejan-Lovren
Sandi Lovrić,MF,Udinese,/en/players/966eea58/Sandi-Lovric
Jamal Lowe,MF,Bournemouth,/en/players/b2856bc0/Jamal-Lowe
Anthony Lozano,FW,Cádiz,/en/players/38699c72/Anthony-Lozano
Hirving Lozano,FW,Napoli,/en/players/a69e4806/Hirving-Lozano
Pol Lozano,MF,Espanyol,/en/players/ea610f00/Pol-Lozano
Jean Lucas,MF,Monaco,/en/players/a99138af/Jean-Lucas
Jhon Lucumí,DF,Bologna,/en/players/80490d7f/Jhon-Lucumi
José Luis Gayà,DF,Valencia,/en/players/b05e2dbd/Jose-Luis-Gaya
José Luis Morales,FW,Villarreal,/en/players/4a478107/Jose-Luis-Morales
José Luis Palomino,DF,Atalanta,/en/players/921f6058/Jose-Luis-Palomino
Douglas Luiz,MF,Aston Villa,/en/players/6f7d826d/Douglas-Luiz
Romelu Lukaku,FW,Inter,/en/players/5eae500a/Romelu-Lukaku
Castello Lukeba,DF,Lyon,/en/players/5b9512c5/Castello-Lukeba
Dodi Lukebakio,FW,Hertha BSC,/en/players/0c61c77c/Dodi-Lukebakio
Saša Lukić,MF,Torino,/en/players/c6e8cf1f/Sasa-Lukic
Andriy Lunin,GK,Real Madrid,/en/players/3061e1ec/Andriy-Lunin
Andrey Lunyov,GK,Leverkusen,/en/players/8a6ab963/Andrey-Lunyov
Sebastiano Luperto,DF,Empoli,/en/players/997fff07/Sebastiano-Luperto
Lyanco,DF,Southampton,/en/players/b5bf1770/Lyanco
Charalambos Lykogiannis,DF,Bologna,/en/players/5efc5389/Charalambos-Lykogiannis
Youssouf M'Changama,MF,Auxerre,/en/players/e05082d1/Youssouf-MChangama
Awer Mabil,MF,Cádiz,/en/players/922da988/Awer-Mabil
Alexis Mac Allister,MF,Brighton,/en/players/83d074ff/Alexis-Mac-Allister
Deiver Machado,DF,Lens,/en/players/b3f8bdef/Deiver-Machado
James Maddison,MF,Leicester City,/en/players/ee38d9c5/James-Maddison
Pablo Maffeo,DF,Mallorca,/en/players/5db04597/Pablo-Maffeo
Lisandro Magallán,DF,Elche,/en/players/01a49bd2/Lisandro-Magallan
Soungoutou Magassa,MF,Monaco,/en/players/dfc5d4fa/Soungoutou-Magassa
Giulio Maggiore,MF,Salernitana,/en/players/957e4c87/Giulio-Maggiore
Giangiacomo Magnani,DF,Hellas Verona,/en/players/cce9f582/Giangiacomo-Magnani
Hugo Magnetti,MF,Brest,/en/players/d4d35152/Hugo-Magnetti
Yohann Magnin,MF,Clermont Foot,/en/players/caa7aaea/Yohann-Magnin
Harry Maguire,DF,Manchester Utd,/en/players/d8931174/Harry-Maguire
Jon Magunacelaya,MF,Real Sociedad,/en/players/d4808594/Jon-Magunacelaya
Riyad Mahrez,FW,Manchester City,/en/players/892d5bb1/Riyad-Mahrez
Arne Maier,MF,Augsburg,/en/players/ab700320/Arne-Maier
Mike Maignan,GK,Milan,/en/players/fcb38f57/Mike-Maignan
Linton Maina,FW,Köln,/en/players/e5d85da8/Linton-Maina
Ainsley Maitland-Niles,MF,Southampton,/en/players/e3a5814e/Ainsley-Maitland-Niles
